age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status
30.0,65000,MORTGAGE,14,PERSONAL,15000,7.88,0.23,N,8,0
30.0,65000,RENT,4,EDUCATION,15000,14.27,0.23,N,6,0
37.0,50000,OWN,6,VENTURE,10000,9.91,0.2,N,12,0
37.0,50000,RENT,1,DEBTCONSOLIDATION,10000,6.91,0.2,N,16,0
37.0,50000,MORTGAGE,3,VENTURE,10000,7.88,0.2,N,17,0
37.0,50000,RENT,0,EDUCATION,10000,9.45,0.2,N,12,0
37.0,50000,MORTGAGE,11,PERSONAL,10000,10.39,0.2,N,16,0
37.0,50000,RENT,0,DEBTCONSOLIDATION,10000,13.47,0.2,N,12,0
37.0,50000,RENT,4,MEDICAL,10000,12.69,0.2,N,14,0
37.0,50000,MORTGAGE,5,EDUCATION,10000,8.49,0.2,N,14,0
37.0,50000,RENT,4,MEDICAL,10000,10.95,0.2,N,11,0
37.0,50000,RENT,0,DEBTCONSOLIDATION,10000,12.84,0.2,Y,13,0
37.0,50000,RENT,2,EDUCATION,10000,9.91,0.2,N,11,0
25.0,82000,MORTGAGE,2,PERSONAL,20000,6.54,0.24,N,3,0
23.0,90000,MORTGAGE,4,VENTURE,21000,7.51,0.23,N,2,0
23.0,84996,MORTGAGE,2,MEDICAL,15250,14.35,0.2,Y,2,0
26.0,75000,MORTGAGE,0,HOMEIMPROVEMENT,15000,11.48,0.2,N,4,0
26.0,75000,RENT,10,PERSONAL,15000,7.66,0.2,N,3,0
26.0,75000,RENT,0,PERSONAL,15000,6.91,0.2,N,3,0
26.0,75000,RENT,4,EDUCATION,15000,6.92,0.2,N,3,0
26.0,75000,MORTGAGE,10,HOMEIMPROVEMENT,15000,10.0,0.2,N,3,0
26.0,75000,RENT,0,EDUCATION,15000,7.49,0.2,N,4,0
26.0,75000,MORTGAGE,6,MEDICAL,15000,13.61,0.2,Y,2,0
26.0,75000,MORTGAGE,6,HOMEIMPROVEMENT,15000,7.88,0.2,N,4,0
26.0,75000,MORTGAGE,10,PERSONAL,15000,7.88,0.2,N,2,0
26.0,75000,RENT,2,DEBTCONSOLIDATION,15000,10.37,0.2,N,3,0
26.0,75000,MORTGAGE,5,MEDICAL,15000,13.99,0.2,Y,2,0
25.0,78000,RENT,6,MEDICAL,15000,9.63,0.19,N,3,0
25.0,78000,RENT,1,DEBTCONSOLIDATION,15000,11.36,0.19,N,3,0
25.0,78000,RENT,9,MEDICAL,15000,10.99,0.19,N,3,0
25.0,78000,MORTGAGE,7,DEBTCONSOLIDATION,15000,11.49,0.19,N,4,0
25.0,78000,RENT,4,MEDICAL,15000,7.88,0.19,N,3,0
30.0,65004,RENT,7,EDUCATION,15000,8.49,0.22,N,9,0
27.0,70000,MORTGAGE,6,HOMEIMPROVEMENT,12000,9.99,0.17,N,6,0
27.0,70000,OWN,0,VENTURE,12000,7.49,0.17,N,5,0
27.0,70000,MORTGAGE,1,VENTURE,12000,11.11,0.17,N,8,0
27.0,70000,MORTGAGE,6,MEDICAL,12000,7.9,0.17,N,10,0
27.0,70000,MORTGAGE,2,MEDICAL,12000,11.89,0.17,N,10,0
27.0,70000,OWN,11,PERSONAL,12000,7.9,0.17,N,9,0
27.0,70000,RENT,6,HOMEIMPROVEMENT,12000,10.37,0.17,N,6,0
27.0,70000,MORTGAGE,3,PERSONAL,12000,6.92,0.17,N,5,0
27.0,70000,MORTGAGE,0,PERSONAL,12000,5.42,0.17,N,9,0
27.0,70000,RENT,2,HOMEIMPROVEMENT,12000,13.49,0.17,Y,8,0
27.0,70000,MORTGAGE,3,EDUCATION,12000,7.9,0.17,N,9,0
43.0,54000,MORTGAGE,13,EDUCATION,10400,7.51,0.2,N,14,0
25.0,75000,OTHER,2,VENTURE,11250,14.61,0.15,Y,2,0
30.0,60000,MORTGAGE,3,EDUCATION,7500,11.78,0.13,Y,5,0
30.0,60000,MORTGAGE,6,PERSONAL,7500,13.49,0.13,Y,10,0
48.0,44000,MORTGAGE,1,PERSONAL,2000,10.99,0.05,N,17,0
35.0,50000,RENT,5,HOMEIMPROVEMENT,5000,11.49,0.1,N,8,0
35.0,50000,MORTGAGE,0,DEBTCONSOLIDATION,5000,6.54,0.1,N,7,0
26.0,70000,MORTGAGE,0,VENTURE,8500,5.79,0.12,N,3,0
21.0,90000,MORTGAGE,5,DEBTCONSOLIDATION,12000,5.79,0.13,N,4,0
21.0,90000,RENT,2,EDUCATION,12000,11.89,0.13,N,3,0
25.0,72000,RENT,5,EDUCATION,7500,11.78,0.1,N,2,0
26.0,69000,MORTGAGE,1,HOMEIMPROVEMENT,7200,9.63,0.1,N,4,0
24.0,75000,MORTGAGE,8,DEBTCONSOLIDATION,7500,13.11,0.1,Y,2,0
24.0,75000,MORTGAGE,2,EDUCATION,7500,8.0,0.1,N,4,0
29.0,60000,RENT,0,MEDICAL,4500,7.66,0.07,N,7,0
29.0,60000,MORTGAGE,6,VENTURE,4500,7.51,0.07,N,8,0
25.0,70000,RENT,0,MEDICAL,5000,9.88,0.07,N,4,0
25.0,70000,MORTGAGE,1,EDUCATION,5000,7.14,0.07,N,4,0
25.0,70000,MORTGAGE,4,DEBTCONSOLIDATION,5000,14.72,0.07,N,4,0
25.0,70000,MORTGAGE,9,EDUCATION,5000,14.27,0.07,Y,3,0
25.0,70000,RENT,4,DEBTCONSOLIDATION,5000,11.71,0.07,N,3,0
25.0,70000,RENT,2,MEDICAL,5000,8.9,0.07,N,3,0
25.0,70000,MORTGAGE,9,VENTURE,5000,6.99,0.07,N,4,0
25.0,70000,MORTGAGE,9,VENTURE,5000,5.42,0.07,N,3,0
25.0,70000,MORTGAGE,7,DEBTCONSOLIDATION,5000,8.9,0.07,N,3,0
25.0,70000,RENT,9,DEBTCONSOLIDATION,5000,7.66,0.07,N,3,0
25.0,70000,RENT,1,MEDICAL,5000,11.71,0.07,N,4,0
34.0,50000,RENT,7,DEBTCONSOLIDATION,2500,5.42,0.05,N,5,0
34.0,50000,RENT,1,HOMEIMPROVEMENT,2500,5.99,0.05,N,6,0
22.0,80004,MORTGAGE,6,VENTURE,5500,7.14,0.07,N,3,0
26.0,65000,OWN,10,EDUCATION,2000,8.59,0.03,N,2,0
26.0,65000,RENT,3,DEBTCONSOLIDATION,2000,7.51,0.03,N,2,0
26.0,65000,MORTGAGE,3,EDUCATION,2000,5.79,0.03,N,2,0
29.0,58000,RENT,6,EDUCATION,1600,12.42,0.03,N,8,0
28.0,60000,MORTGAGE,12,MEDICAL,1500,12.42,0.03,N,9,0
47.0,50000,MORTGAGE,6,MEDICAL,11500,13.79,0.23,N,11,0
43.0,50000,RENT,1,HOMEIMPROVEMENT,3500,12.53,0.07,N,16,0
27.0,63500,RENT,0,HOMEIMPROVEMENT,3200,12.21,0.05,N,10,0
28.0,62400,RENT,12,PERSONAL,4800,9.99,0.08,N,8,0
23.0,74400,RENT,0,EDUCATION,3000,7.66,0.04,N,3,0
41.0,54000,RENT,5,HOMEIMPROVEMENT,6000,12.69,0.11,N,13,0
27.0,76000,MORTGAGE,2,PERSONAL,20000,6.54,0.26,N,6,0
24.0,85500,MORTGAGE,0,MEDICAL,20000,11.11,0.23,N,4,0
26.0,69996,RENT,3,VENTURE,8400,12.84,0.13,Y,2,0
26.0,70000,RENT,0,HOMEIMPROVEMENT,8400,6.91,0.12,N,3,0
32.0,56004,MORTGAGE,4,HOMEIMPROVEMENT,7000,9.91,0.13,N,10,0
34.0,50000,MORTGAGE,0,HOMEIMPROVEMENT,2400,11.49,0.05,N,9,0
35.0,53500,RENT,1,MEDICAL,11000,12.53,0.21,N,6,0
31.0,63000,MORTGAGE,3,DEBTCONSOLIDATION,15000,9.88,0.24,N,10,0
37.0,53329,OWN,3,HOMEIMPROVEMENT,16000,6.62,0.29,N,14,0
36.0,48712,MORTGAGE,7,DEBTCONSOLIDATION,5000,6.91,0.1,N,11,0
26.0,79000,MORTGAGE,10,DEBTCONSOLIDATION,20000,11.12,0.25,N,4,0
22.0,87000,MORTGAGE,0,MEDICAL,13000,12.73,0.15,Y,2,0
32.0,55000,MORTGAGE,4,DEBTCONSOLIDATION,5300,7.51,0.1,N,10,0
24.0,75000,MORTGAGE,8,DEBTCONSOLIDATION,7300,9.32,0.1,N,3,0
25.0,70000,RENT,1,HOMEIMPROVEMENT,4800,7.9,0.07,N,3,0
28.0,68804,RENT,4,HOMEIMPROVEMENT,13600,8.59,0.19,N,9,0
30.0,59484,MORTGAGE,13,DEBTCONSOLIDATION,6500,10.25,0.1,N,10,0
29.0,60500,OWN,13,MEDICAL,5000,5.42,0.08,N,10,0
28.0,69600,MORTGAGE,12,EDUCATION,14700,10.99,0.23,N,7,0
27.0,68700,RENT,0,HOMEIMPROVEMENT,10000,12.53,0.15,N,7,0
33.0,55000,MORTGAGE,8,MEDICAL,8000,11.49,0.15,N,8,0
33.0,55000,MORTGAGE,3,VENTURE,8000,17.58,0.15,N,7,0
23.0,85000,MORTGAGE,4,EDUCATION,15000,10.0,0.18,N,3,0
23.0,85000,MORTGAGE,3,VENTURE,15000,6.17,0.18,N,4,0
23.0,85000,MORTGAGE,7,MEDICAL,15000,7.9,0.18,N,3,0
23.0,85000,RENT,7,EDUCATION,15000,12.68,0.18,Y,2,0
23.0,85000,RENT,8,EDUCATION,15000,10.36,0.18,N,3,0
23.0,85000,MORTGAGE,7,EDUCATION,15000,12.18,0.18,N,2,0
23.0,85000,MORTGAGE,0,MEDICAL,15000,11.58,0.18,N,3,0
25.0,75800,MORTGAGE,9,EDUCATION,12000,8.59,0.16,N,2,0
25.0,75000,MORTGAGE,9,EDUCATION,11000,13.49,0.15,N,2,0
25.0,71000,RENT,5,HOMEIMPROVEMENT,6000,11.49,0.08,N,2,0
27.0,65000,RENT,1,EDUCATION,5000,11.72,0.08,Y,5,0
27.0,65000,RENT,1,MEDICAL,5000,12.98,0.08,N,8,0
27.0,65000,RENT,11,PERSONAL,5000,14.96,0.08,N,9,0
27.0,65000,RENT,5,EDUCATION,5000,7.29,0.08,N,10,0
27.0,65000,MORTGAGE,11,HOMEIMPROVEMENT,5000,5.42,0.08,N,7,0
27.0,65000,MORTGAGE,5,PERSONAL,5000,12.99,0.08,Y,10,0
27.0,65000,OWN,0,VENTURE,5000,7.37,0.08,N,6,0
27.0,65000,MORTGAGE,11,DEBTCONSOLIDATION,5000,6.03,0.08,N,6,0
31.0,55000,MORTGAGE,2,DEBTCONSOLIDATION,2500,13.49,0.05,N,6,0
36.0,56000,MORTGAGE,4,DEBTCONSOLIDATION,18000,12.18,0.32,N,14,0
32.0,57992,RENT,5,HOMEIMPROVEMENT,10000,8.59,0.17,N,6,0
38.0,48840,MORTGAGE,2,PERSONAL,10000,10.36,0.2,N,15,0
28.0,72000,RENT,3,MEDICAL,18000,10.75,0.25,N,6,0
28.0,72000,RENT,12,EDUCATION,18000,8.94,0.25,N,10,0
28.0,72000,RENT,0,EDUCATION,18000,11.71,0.25,N,7,0
22.0,98000,MORTGAGE,0,DEBTCONSOLIDATION,25000,6.62,0.26,N,2,0
22.0,98000,MORTGAGE,6,VENTURE,25000,10.99,0.26,N,4,0
27.0,72000,RENT,6,MEDICAL,14400,12.99,0.2,N,10,0
36.0,50000,RENT,0,HOMEIMPROVEMENT,7200,13.85,0.14,Y,15,0
37.0,48000,RENT,4,PERSONAL,6000,11.99,0.13,N,15,0
22.0,88000,RENT,6,EDUCATION,14000,11.11,0.16,N,4,0
33.0,56004,MORTGAGE,13,DEBTCONSOLIDATION,9600,6.03,0.17,N,8,0
30.0,60000,MORTGAGE,1,HOMEIMPROVEMENT,7200,8.0,0.12,N,6,0
30.0,60000,OWN,3,MEDICAL,7200,12.69,0.12,N,8,0
41.0,52000,MORTGAGE,0,PERSONAL,2500,8.94,0.05,N,15,0
28.0,64500,MORTGAGE,12,MEDICAL,7500,7.88,0.12,N,7,0
24.0,75000,MORTGAGE,8,VENTURE,7200,5.99,0.1,N,4,0
24.0,75000,RENT,4,EDUCATION,7200,8.9,0.1,N,3,0
24.0,75000,MORTGAGE,8,MEDICAL,7200,9.91,0.1,N,2,0
24.0,75000,RENT,2,EDUCATION,7200,9.99,0.1,N,3,0
29.0,60000,RENT,3,PERSONAL,4200,7.29,0.07,N,6,0
33.0,52000,MORTGAGE,17,HOMEIMPROVEMENT,3000,7.49,0.06,N,9,0
22.0,78000,RENT,3,EDUCATION,3000,15.58,0.04,Y,2,0
25.0,75852,MORTGAGE,9,MEDICAL,12000,7.51,0.16,N,4,0
43.0,52800,MORTGAGE,4,PERSONAL,8000,14.79,0.15,N,14,0
27.0,63945,RENT,6,VENTURE,3500,7.9,0.05,N,9,0
22.0,86400,MORTGAGE,6,EDUCATION,12200,7.14,0.14,N,3,0
35.0,51000,RENT,1,EDUCATION,6400,13.47,0.13,Y,5,0
31.0,61200,MORTGAGE,6,HOMEIMPROVEMENT,12000,7.51,0.21,N,8,0
23.0,86400,MORTGAGE,0,EDUCATION,16500,10.75,0.19,N,3,0
28.0,73500,RENT,12,HOMEIMPROVEMENT,20000,14.96,0.27,N,8,0
22.0,95000,MORTGAGE,0,EDUCATION,21600,11.89,0.24,N,2,0
43.0,54000,MORTGAGE,4,DEBTCONSOLIDATION,10000,7.14,0.19,N,17,0
31.0,58000,MORTGAGE,15,EDUCATION,7000,5.42,0.12,N,9,0
31.0,58000,MORTGAGE,6,HOMEIMPROVEMENT,7000,14.91,0.12,Y,6,0
36.0,48000,RENT,6,DEBTCONSOLIDATION,3500,5.79,0.07,N,12,0
27.0,64000,MORTGAGE,1,EDUCATION,3500,12.99,0.05,Y,5,0
28.0,61500,RENT,4,PERSONAL,3200,10.25,0.06,N,7,0
22.0,79000,MORTGAGE,6,MEDICAL,4000,6.76,0.05,N,3,0
31.0,58656,OWN,0,HOMEIMPROVEMENT,8000,12.84,0.14,Y,6,0
33.0,63000,MORTGAGE,12,DEBTCONSOLIDATION,21000,11.49,0.35,N,8,0
28.0,69960,MORTGAGE,10,PERSONAL,15000,11.71,0.22,N,9,0
27.0,77000,MORTGAGE,0,HOMEIMPROVEMENT,21000,14.26,0.27,Y,9,0
29.0,58868,MORTGAGE,12,MEDICAL,2425,10.0,0.04,N,7,0
26.0,71500,MORTGAGE,4,MEDICAL,10000,9.76,0.14,N,3,0
27.0,65000,MORTGAGE,3,DEBTCONSOLIDATION,4800,12.73,0.07,Y,8,0
27.0,65000,MORTGAGE,11,PERSONAL,4800,5.42,0.07,N,5,0
27.0,65000,RENT,3,PERSONAL,4800,13.85,0.07,N,8,0
36.0,60000,MORTGAGE,7,EDUCATION,25000,13.85,0.37,N,11,0
27.0,80000,OWN,1,PERSONAL,25000,9.99,0.31,N,10,0
27.0,80000,MORTGAGE,5,DEBTCONSOLIDATION,25000,10.75,0.31,N,10,0
33.0,60000,RENT,3,DEBTCONSOLIDATION,16000,13.49,0.27,N,5,0
33.0,60000,MORTGAGE,3,EDUCATION,16000,15.68,0.27,N,8,0
38.0,50000,RENT,0,HOMEIMPROVEMENT,12000,13.22,0.24,N,14,0
38.0,50000,MORTGAGE,3,DEBTCONSOLIDATION,12000,10.37,0.24,N,17,0
38.0,50000,MORTGAGE,7,EDUCATION,12000,7.66,0.24,N,13,0
38.0,50000,MORTGAGE,16,PERSONAL,12000,9.91,0.24,N,17,0
38.0,50000,MORTGAGE,1,VENTURE,12000,9.63,0.24,N,12,0
38.0,50000,MORTGAGE,12,DEBTCONSOLIDATION,12000,5.42,0.24,N,14,0
24.0,90000,RENT,6,EDUCATION,25000,14.09,0.28,Y,2,0
24.0,90000,MORTGAGE,8,PERSONAL,25000,7.9,0.28,N,3,0
24.0,90000,MORTGAGE,5,PERSONAL,25000,10.99,0.28,N,4,0
32.0,60000,MORTGAGE,7,PERSONAL,13000,15.23,0.21,Y,9,0
28.0,70000,MORTGAGE,12,DEBTCONSOLIDATION,15000,6.03,0.21,N,5,0
28.0,70000,MORTGAGE,3,PERSONAL,15000,11.86,0.21,N,5,0
28.0,70000,MORTGAGE,3,VENTURE,15000,11.86,0.21,N,5,0
28.0,70000,MORTGAGE,12,HOMEIMPROVEMENT,15000,6.62,0.2,N,8,0
28.0,70000,MORTGAGE,4,EDUCATION,15000,7.51,0.22,N,10,0
28.0,70000,MORTGAGE,4,PERSONAL,15000,7.51,0.21,N,9,0
28.0,70000,MORTGAGE,2,EDUCATION,15000,11.86,0.21,N,5,0
28.0,70000,RENT,0,HOMEIMPROVEMENT,15000,13.06,0.21,N,9,0
28.0,70000,RENT,2,MEDICAL,15000,12.18,0.21,N,10,0
25.0,80000,RENT,9,HOMEIMPROVEMENT,17000,16.82,0.21,Y,4,0
31.0,60000,MORTGAGE,15,EDUCATION,10000,7.9,0.17,N,10,0
31.0,60000,RENT,4,VENTURE,10000,12.42,0.17,N,9,0
31.0,60000,RENT,6,HOMEIMPROVEMENT,10000,10.65,0.17,N,9,0
31.0,60000,MORTGAGE,9,MEDICAL,10000,7.51,0.17,N,8,0
31.0,60000,MORTGAGE,3,HOMEIMPROVEMENT,10000,5.79,0.17,N,5,0
31.0,60000,MORTGAGE,5,PERSONAL,10000,8.9,0.17,N,6,0
31.0,60000,RENT,4,DEBTCONSOLIDATION,10000,12.42,0.17,N,6,0
31.0,60000,MORTGAGE,4,DEBTCONSOLIDATION,10000,5.99,0.17,N,9,0
31.0,60000,MORTGAGE,2,MEDICAL,10000,7.88,0.17,N,7,0
31.0,60000,MORTGAGE,3,HOMEIMPROVEMENT,10000,7.49,0.17,N,5,0
31.0,60000,MORTGAGE,5,VENTURE,10000,14.09,0.17,Y,10,0
31.0,60000,MORTGAGE,7,DEBTCONSOLIDATION,10000,7.66,0.17,N,6,0
31.0,60000,MORTGAGE,6,VENTURE,10000,12.42,0.17,N,9,0
31.0,60000,RENT,5,PERSONAL,10000,7.88,0.17,N,6,0
31.0,60000,MORTGAGE,3,PERSONAL,10000,7.51,0.17,N,5,0
31.0,60000,MORTGAGE,15,PERSONAL,10000,9.91,0.17,N,7,0
31.0,60000,RENT,1,HOMEIMPROVEMENT,10000,11.49,0.17,N,5,0
31.0,60000,MORTGAGE,2,DEBTCONSOLIDATION,10000,7.51,0.17,N,5,0
31.0,60000,MORTGAGE,5,MEDICAL,10000,5.79,0.17,N,5,0
25.0,78000,RENT,1,PERSONAL,14500,6.17,0.18,N,3,0
25.0,78000,RENT,3,VENTURE,14500,12.87,0.19,N,4,0
32.0,54996,RENT,0,EDUCATION,5000,8.9,0.09,N,5,0
22.0,90000,RENT,2,VENTURE,16000,11.86,0.18,N,2,0
22.0,90000,RENT,0,EDUCATION,16000,12.68,0.18,N,4,0
22.0,90000,MORTGAGE,6,EDUCATION,16000,5.42,0.18,N,4,0
24.0,80000,MORTGAGE,8,PERSONAL,13000,11.26,0.16,N,2,0
24.0,80000,RENT,8,VENTURE,13000,13.49,0.16,N,3,0
25.0,76000,MORTGAGE,9,DEBTCONSOLIDATION,12000,10.99,0.16,N,3,0
28.0,65000,RENT,7,EDUCATION,8000,10.62,0.12,N,5,0
28.0,65000,MORTGAGE,12,VENTURE,8000,7.51,0.12,N,7,0
28.0,65000,RENT,2,MEDICAL,8000,10.95,0.12,N,5,0
28.0,65000,MORTGAGE,0,HOMEIMPROVEMENT,8000,16.32,0.12,Y,5,0
28.0,65000,RENT,12,HOMEIMPROVEMENT,8000,14.35,0.12,Y,5,0
30.0,60000,RENT,3,PERSONAL,7000,12.68,0.12,Y,7,0
30.0,60000,RENT,5,VENTURE,7000,7.14,0.12,N,9,0
30.0,60000,RENT,6,MEDICAL,7000,13.16,0.12,N,7,0
30.0,60000,MORTGAGE,2,HOMEIMPROVEMENT,7000,14.09,0.12,N,9,0
30.0,60000,MORTGAGE,4,HOMEIMPROVEMENT,7000,11.99,0.12,N,9,0
23.0,93924,RENT,6,EDUCATION,25000,10.74,0.27,N,3,0
24.0,77500,MORTGAGE,2,HOMEIMPROVEMENT,10000,7.88,0.13,N,3,0
28.0,62496,MORTGAGE,13,DEBTCONSOLIDATION,4500,7.14,0.07,N,7,0
30.0,62004,MORTGAGE,1,MEDICAL,10000,13.22,0.16,Y,9,0
26.0,70000,MORTGAGE,10,HOMEIMPROVEMENT,8000,11.86,0.11,N,3,0
26.0,70000,MORTGAGE,5,VENTURE,8000,7.88,0.11,N,4,0
26.0,70000,RENT,0,EDUCATION,8000,10.74,0.11,N,2,0
26.0,70000,RENT,0,DEBTCONSOLIDATION,8000,12.69,0.11,N,4,0
26.0,70000,RENT,2,HOMEIMPROVEMENT,8000,10.74,0.11,N,2,0
26.0,70000,MORTGAGE,10,PERSONAL,8000,6.17,0.11,N,2,0
26.0,70000,MORTGAGE,10,MEDICAL,8000,7.88,0.11,N,3,0
26.0,70000,RENT,0,VENTURE,8000,10.99,0.11,N,3,0
26.0,70000,MORTGAGE,0,VENTURE,8000,7.51,0.11,N,2,0
26.0,70000,RENT,5,EDUCATION,8000,10.0,0.11,N,2,0
26.0,70000,RENT,1,MEDICAL,8000,7.51,0.11,N,2,0
32.0,55000,MORTGAGE,3,VENTURE,5000,6.62,0.09,N,10,0
32.0,55000,RENT,4,PERSONAL,5000,15.96,0.09,N,10,0
23.0,80000,MORTGAGE,5,EDUCATION,9000,7.49,0.11,N,3,0
23.0,80000,MORTGAGE,7,PERSONAL,9000,5.99,0.11,N,4,0
23.0,80000,MORTGAGE,7,VENTURE,9000,13.99,0.11,Y,3,0
24.0,75000,MORTGAGE,6,PERSONAL,7000,6.54,0.09,N,2,0
24.0,75000,OWN,3,PERSONAL,7000,10.37,0.09,N,2,0
24.0,75000,MORTGAGE,8,EDUCATION,7000,13.06,0.09,N,2,0
24.0,75000,RENT,0,HOMEIMPROVEMENT,7000,13.72,0.09,Y,4,0
24.0,75000,OWN,2,MEDICAL,7000,5.79,0.09,N,2,0
24.0,75000,MORTGAGE,6,PERSONAL,7000,6.92,0.09,N,3,0
33.0,52728,RENT,5,PERSONAL,4000,7.14,0.08,N,6,0
30.0,58000,RENT,0,MEDICAL,4000,11.14,0.07,N,6,0
29.0,60000,MORTGAGE,11,HOMEIMPROVEMENT,4000,7.88,0.07,N,9,0
29.0,60000,MORTGAGE,8,PERSONAL,4000,10.99,0.07,N,6,0
29.0,60000,MORTGAGE,4,MEDICAL,4000,6.99,0.07,N,5,0
29.0,60000,MORTGAGE,2,EDUCATION,4000,7.51,0.07,N,10,0
29.0,60000,MORTGAGE,0,HOMEIMPROVEMENT,4000,10.37,0.07,N,6,0
22.0,80000,MORTGAGE,6,EDUCATION,5000,7.4,0.06,N,2,0
22.0,80000,MORTGAGE,5,VENTURE,5000,11.36,0.06,N,4,0
22.0,80000,MORTGAGE,2,DEBTCONSOLIDATION,5000,10.75,0.06,N,2,0
22.0,80000,MORTGAGE,3,MEDICAL,5000,7.51,0.06,N,2,0
22.0,80000,MORTGAGE,6,EDUCATION,5000,7.51,0.06,N,2,0
22.0,80000,MORTGAGE,6,DEBTCONSOLIDATION,5000,7.74,0.06,N,4,0
26.0,65004,MORTGAGE,0,HOMEIMPROVEMENT,1500,7.49,0.02,N,3,0
28.0,67000,MORTGAGE,11,HOMEIMPROVEMENT,10750,7.14,0.16,N,5,0
23.0,78300,MORTGAGE,7,EDUCATION,7000,6.03,0.09,N,3,0
46.0,56004,MORTGAGE,5,MEDICAL,20000,11.48,0.36,N,13,0
26.0,75000,MORTGAGE,10,EDUCATION,14400,9.25,0.19,N,3,0
55.0,54000,RENT,17,DEBTCONSOLIDATION,6000,13.48,0.11,N,18,0
25.0,78504,RENT,5,HOMEIMPROVEMENT,15000,9.63,0.19,N,2,0
35.0,50000,RENT,0,DEBTCONSOLIDATION,4375,13.49,0.09,N,6,0
28.0,65454,MORTGAGE,13,DEBTCONSOLIDATION,8500,10.99,0.13,N,7,0
23.0,81000,MORTGAGE,1,EDUCATION,10000,10.25,0.12,N,4,0
23.0,81000,RENT,2,DEBTCONSOLIDATION,10000,11.49,0.12,N,2,0
23.0,73164,MORTGAGE,7,DEBTCONSOLIDATION,1000,10.36,0.01,N,2,0
23.0,73164,MORTGAGE,7,VENTURE,1000,13.23,0.01,Y,2,0
31.0,65280,MORTGAGE,6,VENTURE,18000,14.65,0.28,Y,9,0
21.0,90636,OWN,5,VENTURE,12000,11.49,0.13,N,4,0
25.0,80000,MORTGAGE,9,MEDICAL,16800,6.62,0.21,N,4,0
27.0,72000,OWN,7,VENTURE,14000,13.49,0.19,N,7,0
27.0,72000,RENT,2,MEDICAL,14000,8.94,0.19,N,7,0
36.0,50000,RENT,5,DEBTCONSOLIDATION,6800,13.22,0.14,Y,17,0
24.0,80000,MORTGAGE,7,VENTURE,12800,10.74,0.16,N,4,0
28.0,63000,MORTGAGE,13,VENTURE,5000,8.49,0.08,N,7,0
32.0,54000,RENT,2,EDUCATION,3200,10.59,0.06,Y,10,0
22.0,80000,MORTGAGE,6,VENTURE,4800,6.99,0.06,N,3,0
45.0,48996,RENT,8,MEDICAL,5000,9.88,0.1,N,15,0
54.0,60000,MORTGAGE,11,PERSONAL,14000,7.9,0.23,N,26,0
24.0,75600,MORTGAGE,8,VENTURE,7500,10.99,0.1,N,4,0
29.0,69000,RENT,4,MEDICAL,16800,6.99,0.23,N,5,0
27.0,75000,MORTGAGE,11,HOMEIMPROVEMENT,18000,7.14,0.24,N,6,0
27.0,75000,OWN,9,EDUCATION,18000,13.23,0.24,N,6,0
27.0,75000,MORTGAGE,11,PERSONAL,18000,7.9,0.24,N,6,0
23.0,80730,MORTGAGE,7,HOMEIMPROVEMENT,9600,7.51,0.12,N,3,0
30.0,63500,RENT,6,DEBTCONSOLIDATION,12000,13.49,0.19,N,8,0
33.0,55000,MORTGAGE,7,MEDICAL,7500,10.39,0.14,N,5,0
33.0,55000,RENT,17,EDUCATION,7500,5.42,0.14,N,7,0
21.0,93000,RENT,5,VENTURE,14400,12.23,0.15,Y,4,0
25.0,77004,MORTGAGE,5,VENTURE,13000,13.16,0.17,Y,3,0
22.0,78400,MORTGAGE,2,VENTURE,3000,5.99,0.03,N,4,0
33.0,53000,MORTGAGE,4,HOMEIMPROVEMENT,4200,9.91,0.08,N,6,0
26.0,64800,MORTGAGE,0,DEBTCONSOLIDATION,1000,7.88,0.02,N,3,0
27.0,65000,MORTGAGE,3,VENTURE,4500,12.42,0.07,N,10,0
27.0,65000,MORTGAGE,3,EDUCATION,4500,8.0,0.07,N,5,0
27.0,65000,MORTGAGE,11,EDUCATION,4500,11.99,0.07,N,8,0
21.0,85000,RENT,1,EDUCATION,6000,8.9,0.07,N,3,0
31.0,55000,RENT,2,DEBTCONSOLIDATION,2000,9.88,0.04,N,5,0
23.0,75000,RENT,5,VENTURE,3000,10.99,0.04,N,2,0
23.0,75000,RENT,4,MEDICAL,3000,15.31,0.04,N,3,0
23.0,75000,MORTGAGE,0,DEBTCONSOLIDATION,3000,8.9,0.04,N,3,0
29.0,58800,RENT,2,PERSONAL,2000,10.75,0.03,N,5,0
33.0,53500,RENT,1,HOMEIMPROVEMENT,5000,9.76,0.09,N,5,0
38.0,47000,RENT,5,PERSONAL,6000,7.66,0.13,N,14,0
38.0,47000,MORTGAGE,5,VENTURE,6000,7.88,0.13,N,12,0
38.0,47000,RENT,5,EDUCATION,6000,12.68,0.13,N,11,0
37.0,45996,RENT,0,PERSONAL,1800,11.58,0.04,N,16,0
33.0,52000,MORTGAGE,2,PERSONAL,2500,6.99,0.05,N,8,0
23.0,85000,OWN,7,MEDICAL,14400,10.59,0.17,N,2,0
26.0,71500,RENT,10,DEBTCONSOLIDATION,9600,13.57,0.14,Y,4,0
26.0,68004,OWN,0,PERSONAL,5050,7.14,0.07,N,2,0
